,system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,.geo,landsat_time_utc,scene,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
92,1_2_1_LE07_013030_20170917,154.88249,8.0,46.088547,0.977941145456293,1.004999,42995.64963055556,1505662528080.0,0.8830760267987183,15158,3.1415875516382776,22.876059104956635,18.68499280660751,18.702503591429355,16.56141525446639,0.4609561055858412,43.91145324707031,42995.75,1505671200000,2.4000000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-17 15:35:28.080000+00:00,LE07_013030_20170917,20.757777777777775,0.22179820658527558,1.488888888888889,0.03333333333333336,20.830000000000005,9.0,20.48,20.48,,1.0,20.67,20.67,,1.0,20.33,20.33,,1.0,,,,,20.895,20.89,0.06449806198638738,6.0,,,,,,,,,,,,,,,,
93,1_2_1_LE07_013030_20171003,159.09341,4.0,40.5122,0.977941145456293,1.0004927,43011.64964780092,1507044929570.0,0.7602679871832216,13050,5.682947940122297,18.168983906987755,14.556578097655157,14.382066275882128,11.033288394537152,0.3978895329148439,49.48780059814453,43011.75,1507053600000,1.5100000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-03 15:35:29.570000+00:00,LE07_013030_20171003,18.606666666666666,0.07174027227901175,1.5,0.0,18.615000000000002,6.0,,,,,,,,,,,,,,,,,18.615000000000002,18.606666666666666,0.07174027227901231,6.0,,,,,,,,,,,,,,,,
96,1_2_1_LE07_013030_20171104,163.87947,54.0,29.768986,0.977941145456293,0.9916552,43043.64966909723,1509809731410.0,0.7436644334401398,12765,0.9537182943608732,5.214097700097315,3.72386336878668,4.0106540277011,-0.9513744163702156,0.9359179681510064,60.23101425170898,43043.75,1509818400000,1.1100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-04 15:35:31.410000+00:00,LE07_013030_20171104,13.0,0.0,1.5,0.0,13.0,4.0,,,,,,,,,,,,,,,,,13.0,13.0,0.0,4.0,,,,,,,,,,,,,,,,
97,2_1_LC08_013030_20171112,163.71901,28.4,27.388117,0.977941145456293,0.9897209,43051.648025,1510500789360.0,1.0,17165,2.0829805376184733,8.263132567849311,7.2429691314584765,7.421688435285155,2.73221854739118,0.9299346195108268,62.61188316345215,43051.75,1510509600000,0.5099999904632568,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-12 15:33:09.360000+00:00,LC08_013030_20171112,10.18,0.0,1.5,0.0,10.18,4.0,,,,,,,,,,,,,,,,,10.18,10.18,0.0,4.0,,,,,,,,,,,,,,,,
98,2_1_LC08_013030_20171128,163.57854,49.36,23.72064,0.977941145456293,0.9864813,43067.64794976852,1511883182860.0,0.9668511505971452,16596,1.8946730739257864,2.3320728979281395,0.9795788941919082,1.1721898722228128,-3.479926332053674,0.9276330089486716,66.27935981750488,43067.75,1511892000000,1.2100000381469729,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-28 15:33:02.860000+00:00,LC08_013030_20171128,6.14,0.0,1.5,0.0,6.14,4.0,,,,,,,,,,,,,,,,,6.14,6.14,0.0,4.0,,,,,,,,,,,,,,,,
99,2_1_LC08_013030_20180523,139.42024,0.28,62.59185,0.977941145456293,1.0125102,43243.6470849537,1527089508140.0,1.0,17165,4.257362358522247,22.229379362876355,14.09858734268235,13.71742309965526,13.11964168798819,1.1402343829866333,27.40814971923828,43243.75,1527098400000,0.9100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-23 15:31:48.140000+00:00,LC08_013030_20180523,13.986666666666666,0.086216781042517,0.85,0.0,13.97,3.0,,,,,,,,,,,,,,,,,13.97,13.986666666666666,0.08621678104251612,3.0,,,,,,,,,,,,,,,,
100,2_1_LC08_013030_20180608,135.84161,39.36,64.2172,0.977941145456293,1.0150348,43259.64701782407,1528471902340.0,0.5177395863676085,8887,5.643295676993612,19.97314706383445,15.846198365587082,15.640266678022853,14.710925539130228,0.6984940501714485,25.782798767089844,43259.75,1528480800000,1.0899999618530274,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-06-08 15:31:42.340000+00:00,LC08_013030_20180608,17.347222222222218,0.26414803237301654,0.21666666666666665,0.23886988828525826,17.38,18.0,,,,,,,,,,,,,,,,,16.909999999999997,17.091666666666665,0.3130761355751453,6.0,,,,,17.38,17.38,0.0,6.0,17.57,17.57,0.0,6.0,,,,
101,2_1_LC08_013030_20180710,134.11928,24.28,62.864323,0.977941145456293,1.016655,43291.647242708335,1531236721770.0,0.8642586658898922,14835,17.10831450855392,27.60857262260769,21.479846501063072,21.68669393185099,10.548879340994278,1.2911619676607626,27.135677337646484,43291.75,1531245600000,2.4600000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-10 15:32:01.770000+00:00,LC08_013030_20180710,24.38041666666666,0.5763941825029021,0.1875,0.21174738846497995,24.25,24.0,,,,,,,,,,,,,,,,,23.85,23.965,0.20608250774871625,6.0,,,,,24.25,24.266666666666666,0.040824829046387734,6.0,25.32,25.320000000000004,0.0,6.0,23.97,23.97,0.0,6.0
102,1_2_1_LE07_013030_20180718,135.09932,2.0,61.687214,0.977941145456293,1.0162793,43299.64719675926,1531927917800.0,0.8812700262161375,15127,2.174477154942789,25.89574049363306,20.919870812230197,20.798918224596957,18.167917906962057,0.4776051554742516,28.31278610229492,43299.75,1531936800000,0.7199999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-18 15:31:57.800000+00:00,LE07_013030_20180718,24.508750000000003,0.5194253723022247,0.1875,0.21174738846497995,24.645,24.0,,,,,,,,,,,,,,,,,24.229999999999997,24.256666666666664,0.07527726527090679,6.0,,,,,25.03,25.045,0.03674234614174863,6.0,24.93,24.929999999999996,0.0,6.0,23.77,23.80333333333333,0.051639777949433,6.0
103,1_2_1_LE07_013030_20180819,143.74307,19.0,54.70634,0.977941145456293,1.0120151,43331.646790162034,1534692682670.0,0.8505680163122633,14600,2.512283874115428,22.86727340175308,20.167552305097463,20.279576037563512,18.168967330202086,0.3489703588307571,35.29365921020508,43331.75,1534701600000,1.5,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-08-19 15:31:22.670000+00:00,LE07_013030_20180819,23.95875,0.17592766547152502,0.5125000000000001,0.35821113521400244,23.87,24.0,,,,,,,,,,,,,,,,,23.85,23.87833333333333,0.05307227776030132,6.0,,,,,23.87,23.83666666666667,0.051639777949432614,6.0,24.25,24.25,0.0,6.0,23.87,23.87,0.0,6.0
104,1_2_1_LE07_013030_20180904,149.08638,24.0,50.02081,0.977941145456293,1.0084507,43347.64656030093,1536075062810.0,0.4461986600640839,7659,3.3697189732639874,21.83888747585696,18.54456918606177,18.70018367775586,15.476669776331356,0.5657176718047434,39.979190826416016,43347.75,1536084000000,1.5300000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-09-04 15:31:02.810000+00:00,LE07_013030_20180904,23.745833333333334,0.19192201012654705,0.2875,0.24058352974093777,23.77,24.0,,,,,,,,,,,,,,,,,23.5,23.66333333333333,0.25935818218569096,6.0,,,,,23.97,23.97,0.0,6.0,23.77,23.77,0.0,6.0,23.58,23.58,0.0,6.0
105,2_1_LC08_013030_20181014,160.51839,11.37,36.58507,0.977941145456293,0.9974157,43387.64772986111,1539531163860.0,0.995106321002039,17081,5.786773811834348,12.792594637446989,11.645349059017072,12.158796218445286,3.637839227837846,1.238691403464549,53.4149284362793,43387.75,1539540000000,1.3199999809265135,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10-14 15:32:43.860000+00:00,LC08_013030_20181014,15.283333333333331,0.01527525231652011,0.85,0.0,15.28,3.0,,,,,,,,,,,,,,,,,15.28,15.283333333333333,0.015275252316520207,3.0,,,,,,,,,,,,,,,,
106,1_2_1_LE07_013030_20181022,160.95406,45.0,33.681534,0.977941145456293,0.9951671,43395.645783796295,1540222195720.0,0.8115933585785028,13931,12.219655451340646,9.320984606508445,8.212252312919802,8.16373141200404,0.3124967600750911,0.8666282950218581,56.31846618652344,43395.75,1540231200000,0.6699999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10-22 15:29:55.720000+00:00,LE07_013030_20181022,11.254999999999999,0.009999999999999787,1.5,0.0,11.26,4.0,,,,,,,,,,,,,,,,,11.26,11.254999999999999,0.00999999999999954,4.0,,,,,,,,,,,,,,,,
107,1_2_1_LE07_013030_20181107,162.4868,30.0,28.645536,0.977941145456293,0.9909771,43411.6455431713,1541604574930.0,0.4538887270608797,7791,3.522634663611081,9.89477915020684,6.269556950167609,6.403844064493117,0.9383997462258375,0.8026889954472634,61.35446357727051,43411.75,1541613600000,1.0199999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-11-07 15:29:34.930000+00:00,LE07_013030_20181107,8.274999999999999,0.019148542155127127,1.5,0.0,8.27,4.0,,,,,,,,,,,,,,,,,8.27,8.275,0.019148542155127745,4.0,,,,,,,,,,,,,,,,
108,1_2_1_LE07_013030_20181123,162.70648,5.0,24.552137,0.977941145456293,0.9874639,43427.64527615741,1542986951860.0,0.8513836294785901,14614,3.76636922855554,2.792970961840463,0.4943209786284012,0.9384068016394276,-8.216697450229194,1.6693775607525965,65.44786262512207,43427.75,1542996000000,0.2900000095367431,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-11-23 15:29:11.860000+00:00,LE07_013030_20181123,3.75,0.019999999999999796,1.5,0.0,3.76,4.0,,,,,,,,,,,,,,,,,3.76,3.75,0.019999999999999685,4.0,,,,,,,,,,,,,,,,
109,1_2_1_LE07_013030_20190518,137.12955,5.0,60.68392,0.977941145456293,1.0114827,43603.64131782408,1558193009860.0,0.8593649868919313,14751,10.40213993293695,19.22820200391194,8.411742203371487,8.163404305821611,6.993510829215518,1.1427583371102596,29.31607818603516,43603.75,1558202400000,1.2100000381469729,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05-18 15:23:29.860000+00:00,LE07_013030_20190518,9.275,0.0378593889720018,1.5,0.0,9.29,4.0,,,,,,,,,,,,,,,,,9.29,9.275,0.037859388972001605,4.0,,,,,,,,,,,,,,,,
110,2_1_LC08_013030_20190526,139.13905,33.01,63.09598,0.977941145456293,1.0130392,43611.64762233796,1558884754570.0,0.5426157879405767,9314,3.008477205605652,20.864210213537564,13.627319208904131,13.215156709065544,11.349683215022964,1.410842098485542,26.90401840209961,43611.75,1558893600000,1.4899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05-26 15:32:34.570000+00:00,LC08_013030_20190526,12.365,0.03507135583349987,1.5,0.0,12.365000000000002,6.0,,,,,,,,,,,,,,,,,12.365000000000002,12.365000000000002,0.03507135583350055,6.0,,,,,,,,,,,,,,,,
111,1_2_1_LE07_013030_20190603,132.98523,20.0,62.677097,0.977941145456293,1.014316,43619.64092002314,1559575375490.0,0.8562773084765511,14698,9.109293826289074,20.27832875942917,12.459938563942314,12.161081790269591,11.033710495421714,0.7574416145457192,27.32290267944336,43619.75,1559584800000,1.1300000190734865,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-03 15:22:55.490000+00:00,LE07_013030_20190603,14.488333333333335,0.011690451944499872,1.5,0.0,14.49,6.0,,,,,,,,,,,,,,,,,14.49,14.488333333333335,0.011690451944499632,6.0,,,,,,,,,,,,,,,,
112,2_1_LC08_013030_20190627,133.95964,31.25,64.1912,0.977941145456293,1.0165905,43643.64776689815,1561649567060.0,0.6923973201281678,11885,1.9361976170386272,24.90445626150391,19.89853419972179,19.96994689123352,14.766800438427044,1.0349650393505392,25.808799743652344,43643.75,1561658400000,1.829999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-27 15:32:47.060000+00:00,LC08_013030_20190627,21.820000000000004,0.20435263639111684,1.5,0.0,21.78,6.0,,,,,,,,,,,,,,,,,21.78,21.820000000000004,0.20435263639111764,6.0,,,,,,,,,,,,,,,,
113,2_1_LC08_013030_20190729,137.95032,15.63,59.916973,0.977941145456293,1.0153943,43675.64786861111,1564414375848.0,0.7440722400233032,12772,8.138855515633322,26.33025176129065,21.771397914100948,21.702418065981604,18.970811148624573,0.4462438796183162,30.083026885986328,43675.75,1564423200000,2.4299999237060548,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07-29 15:32:55.848000+00:00,LC08_013030_20190729,25.851666666666674,0.1692828008589934,1.5,0.0,25.870000000000005,6.0,,,,,,,,,,,,,,,,,25.870000000000005,25.85166666666667,0.16928280085899405,6.0,,,,,,,,,,,,,,,,
114,2_1_LC08_013030_20190814,142.73685,33.76,56.289066,0.977941145456293,1.0130033,43691.64793539352,1565796781618.0,0.5860180600058258,10059,2.764444512469736,24.2792078722469,18.348703513054165,18.556831495547154,7.782837873317589,1.306858393671171,33.710933685302734,43691.75,1565805600000,1.8899999618530277,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-14 15:33:01.618000+00:00,LC08_013030_20190814,23.646666666666665,0.14306175822583353,1.5,0.0,23.625,6.0,,,,,,,,,,,,,,,,,23.625,23.646666666666665,0.1430617582258339,6.0,,,,,,,,,,,,,,,,
115,1_2_1_LE07_013030_20190907,145.82301,8.0,47.98254,0.977941145456293,1.0077679,43715.63826774305,1567869546333.0,0.716341392368191,12296,7.346185705920925,18.701090332313825,16.060074369752165,16.02015817832196,12.16010404698011,0.4812289357788705,42.017459869384766,43715.75,1567879200000,1.9100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09-07 15:19:06.333000+00:00,LE07_013030_20190907,20.633333333333336,0.03669695718539474,1.5,0.0,20.635000000000005,6.0,,,,,,,,,,,,,,,,,20.635000000000005,20.633333333333336,0.03669695718539523,6.0,,,,,,,,,,,,,,,,
116,2_1_LC08_013030_20190915,153.39389,15.55,46.755367,0.977941145456293,1.0056728,43723.648036666666,1568561590368.0,0.8,13732,13.458486105365296,19.28809501626981,16.406949267832246,16.467875210229007,10.74576348726619,0.5028565820723754,43.24463272094727,43723.75,1568570400000,1.9899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09-15 15:33:10.368000+00:00,LC08_013030_20190915,19.166666666666668,0.020655911179771877,1.5,0.0,19.165,6.0,,,,,,,,,,,,,,,,,19.165,19.166666666666668,0.02065591117977209,6.0,,,,,,,,,,,,,,,,
117,1_2_1_LE07_013030_20191009,154.86057,63.0,37.31915,0.977941145456293,0.9989185,43747.63731615741,1570634264116.0,0.8366443344013982,14361,9.487892321886813,13.831158243898702,12.561983002683816,12.720679145200988,6.9937516371109565,0.4098601663349157,52.680850982666016,43747.75,1570644000000,0.8,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-10-09 15:17:44.116000+00:00,LE07_013030_20191009,15.538333333333332,0.01329160135825191,1.5,0.0,15.54,6.0,,,,,,,,,,,,,,,,,15.54,15.538333333333334,0.013291601358252364,6.0,,,,,,,,,,,,,,,,
118,2_1_LC08_013030_20191102,163.17651,1.4,30.42773,0.977941145456293,0.9922924,43771.6481132176,1572708796982.0,1.0,17165,3.805857139472376,9.710107841925833,9.053066505643883,9.202413109548846,5.573094728883297,0.5697741878322335,59.57226943969727,43771.75,1572717600000,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-11-02 15:33:16.982000+00:00,LC08_013030_20191102,12.01,0.04195235392680576,1.5,0.0,12.004999999999999,6.0,,,,,,,,,,,,,,,,,12.004999999999999,12.01,0.04195235392680566,6.0,,,,,,,,,,,,,,,,
120,1_2_1_LE07_013030_20200520,129.64352,0.0,58.806763,0.977941145456293,1.0120347,43971.62921254629,1589987163964.0,0.8515001456452083,14616,5.79913138000731,20.800169283620047,11.34861200386672,11.033683898901955,8.743621112345956,1.263741109200949,31.1932373046875,43971.75,1589997600000,1.1600000381469726,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-05-20 15:06:03.964000+00:00,LE07_013030_20200520,12.123333333333333,0.08914407813571637,1.5,0.0,12.120000000000001,6.0,,,,,,,,,,,,,,,,,12.120000000000001,12.123333333333333,0.08914407813571612,6.0,,,,,,,,,,,,,,,,
121,2_1_LC08_013030_20200715,135.10825,67.6,62.20153,0.977941145456293,1.0164583,44027.647756493054,1594827166161.0,0.3659190212642004,6281,8.166995485497464,21.9304682829004,20.08678253149977,20.172521417107745,16.609163462297605,0.4456591994232246,27.79846954345703,44027.75,1594836000000,2.029999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-07-15 15:32:46.161000+00:00,LC08_013030_20200715,24.890000000000004,0.17076299364909306,1.5,0.0,24.870000000000005,6.0,,,,,,,,,,,,,,,,,24.870000000000005,24.89,0.17076299364909325,6.0,,,,,,,,,,,,,,,,
122,2_1_LC08_013030_20200731,138.64445,6.67,59.342148,0.977941145456293,1.0150009,44043.64780653935,1596209570485.0,0.9942324497524032,17066,17.766684440740303,26.265427597007267,21.74486356783644,21.702589477961222,20.738139990738357,0.331336970529783,30.65785217285156,44043.75,1596218400000,2.010000038146973,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-07-31 15:32:50.485000+00:00,LC08_013030_20200731,25.473333333333333,0.04885352256149711,1.5,0.0,25.479999999999997,6.0,,,,,,,,,,,,,,,,,25.479999999999997,25.473333333333333,0.048853522561498657,6.0,,,,,,,,,,,,,,,,
123,2_1_LC08_013030_20200917,154.20374,60.69,45.820934,0.977941145456293,1.0049697,44091.6480232176,1600356789206.0,0.2797553160501019,4802,-0.5962489068851395,17.385312759831688,13.793855756158992,14.096731188675935,8.928846803216256,1.677131768210425,44.1790657043457,44091.75,1600365600000,1.5800000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-17 15:33:09.206000+00:00,LC08_013030_20200917,19.386666666666667,0.0206559111797705,1.5,0.0,19.380000000000003,6.0,,,,,,,,,,,,,,,,,19.380000000000003,19.386666666666667,0.020655911179771502,6.0,,,,,,,,,,,,,,,,
124,1_2_1_LE07_013030_20200925,145.3573,7.0,39.91007,0.977941145456293,1.0027235,44099.62369152778,1601045886948.0,0.8354209146519079,14340,5.416248397888793,17.63607116918286,13.975928188344769,13.830276013656674,13.276220817235911,0.4166303726464569,50.08993148803711,44099.5,1601035200000,1.9899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-25 14:58:06.948000+00:00,LE07_013030_20200925,17.123333333333335,0.05046450898073606,1.5,0.0,17.135000000000005,6.0,,,,,,,,,,,,,,,,,17.135000000000005,17.123333333333335,0.05046450898073674,6.0,,,,,,,,,,,,,,,,
125,1_2_1_LE07_013030_20201011,149.50652,3.0,34.627495,0.977941145456293,0.9981451,44115.62298694444,1602428226072.0,0.8142149723274105,13976,5.623465387156632,13.277297010148752,12.232593944249794,12.16132326048721,8.163770935642825,0.536692005173972,55.37250518798828,44115.5,1602417600000,0.4800000190734863,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-10-11 14:57:06.072000+00:00,LE07_013030_20201011,14.895000000000001,0.040865633483403795,0.75,0.0,14.89,6.0,,,,,,,,,,,,,,,,,,,,,14.89,14.895000000000001,0.04086563348340387,6.0,,,,,,,,,,,,
