date,LSmission,month,doy,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,system:index,cloud_cover,earthsun_d,l_exceltime,pixel_count,sunazi,sunelev,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,vapor_source,.geo,collection
2006-09-11,LS 5,09,254,18.93,NA,1.5,NA,18.93,1,18.93,18.93,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_1_2_1_LT05_013030_20060911,3,1.0066447,38971.643497893514,16780,149.88598224,47.44752268,21.778945880000038,15.713046744619792,15.84002434668307,11.924794220000024,15.15433092196925,16.36737871122234,-0.11512031242746955,0.885142485877284,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2007-07-12,LS 5,07,193,21.07,0.6611101774036371,1.5,0,20.9,4,22.01,22.01,NA,1,20.83,20.83,NA,1,20.97,20.97,NA,1,20.47,20.47,NA,1,NA,NA,NA,1_1_2_1_LT05_013030_20070712,15,1.0165832,39275.64346878472,9759,131.99929322,61.91173813,31.855268840000008,21.359517212184553,21.350573048234644,19.00351364000005,20.766419113342728,21.95461824324346,1.5118947981985669,1.0450636180877164,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2007-08-05,LS 7,08,217,24.9225,0.5796766339951972,1.5,0,24.97,4,25.42,25.42,NA,1,25.42,25.42,NA,1,24.52,24.52,NA,1,24.33,24.33,NA,1,NA,NA,NA,1_2_1_LE07_013030_20070805,0,1.0144331,39299.640967314815,14640,135.72512738,57.13146774,30.177021019999984,24.607760544177182,24.654536234469635,21.919084699999985,24.313131073332386,24.654536234469635,2.7803255406908867,0.49613316780324285,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2007-08-13,LS 5,08,225,23.752500000000005,0.37739236876227467,1.5,0,23.745,4,24.21,24.21,NA,1,23.85,23.85,NA,1,23.31,23.31,NA,1,23.64,23.64,NA,1,NA,NA,NA,1_1_2_1_LT05_013030_20070813,49,1.0131619,39307.64324513889,13639,139.75161244,55.7917812,32.121874400000024,24.002053075599225,24.017133679524903,21.720839540000043,23.394679211369183,24.156289692396822,2.1100842267306903,0.8513356999864755,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2007-09-14,LS 5,09,257,19.643000000000004,0.20077903830385835,0.9,0.5163977794943222,19.75,10,19.71,19.71,NA,1,19.37,19.37,NA,1,19.67,19.67,NA,1,19.18,19.18,NA,1,19.75,19.75,0,1_1_2_1_LT05_013030_20070914,30,1.0059195,39339.643047418984,17132,150.54677068,46.49819316,25.49433362000002,19.332277956595032,19.13259479919956,18.38485202000004,18.98958124146761,19.73487884556461,2.570215635299232,0.5337402150415235,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2007-11-25,LS 7,11,329,5.96,0.048989794855663245,0.5833333333333334,0.2041241452319315,5.94,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,5.96,0.04898979485566324,1_2_1_LE07_013030_20071125,37,0.9871101,39411.641039027774,14923,161.08497004,23.81064777,6.223536860000024,4.1910586028501715,4.450339188977465,0.3479604800000402,4.083062921785276,4.450339188977465,-1.4727226691232496,0.5756912718685342,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-05-11,LS 5,05,132,10.128333333333332,0.0904249228181407,0.5,0,10.09,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09,10.128333333333332,0.09042492281813998,1_1_2_1_LT05_013030_20080511,0,1.0101572,39579.639940277775,17134,137.91458057,59.17399627,23.631512720000046,11.281029306657139,10.803511461052928,9.005805140000007,10.253542754645345,11.745490069304788,2.131984468088303,1.7194899470787932,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-06-12,LS 5,06,164,20.349999999999998,0.04195235392680601,0.5,0,20.35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.35,20.349999999999998,0.04195235392680607,1_1_2_1_LT05_013030_20080612,1,1.015551,39611.6393478125,17134,130.20899042,62.82824199,28.515863299999978,20.52239027918132,20.326814234523845,16.757874500000014,19.798839304863257,21.459418871339565,0.03781576309196869,1.3074066902490482,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-07-06,LS 7,07,188,23.436999999999998,0.7862011334399238,0.9,0.5163977794943222,23.91,10,23.34,23.34,NA,1,21.99,21.99,NA,1,23.14,23.14,NA,1,22.130000000000006,22.130000000000006,NA,1,23.975,23.961666666666662,0.04833908011812664,1_2_1_LE07_013030_20080706,27,1.0166967,39635.640555590275,14068,129.5362263,61.85412354,33.29083724000003,25.09983350689883,25.162309051338212,21.88832252000003,24.763738843831202,25.576271206407384,2.077270350118587,1.0205414662105203,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-08-15,LS 5,08,228,21.9,0.1344949400122121,0.9,0.5163977794943222,21.925,10,21.84,21.84,NA,1,22.16,22.16,NA,1,21.8,21.8,NA,1,21.630000000000006,21.630000000000006,NA,1,21.94,21.92833333333333,0.027868739954770707,1_1_2_1_LT05_013030_20080815,70,1.0126687,39675.63805591435,4671,137.85106299,54.17313488,24.253592360000027,18.377922685035397,18.367370211903776,14.936069840000016,17.691285488756854,19.017118879345443,-0.07935369413982613,1.1747755811507077,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-08-23,LS 7,08,236,22.362000000000002,0.5839292194550062,0.9,0.5163977794943222,22.665,10,22.51,22.51,NA,1,21.49,21.49,NA,1,21.47,21.47,NA,1,21.630000000000006,21.630000000000006,NA,1,22.75,22.753333333333334,0.0850098033562397,1_2_1_LE07_013030_20080823,6,1.0110754,39683.6402728125,14850,141.63443424,52.39040003,32.53887284000001,22.851083644699155,22.68403934117614,21.44397992000006,22.275106787395302,23.089894331282327,2.828297797757015,0.8501967444518326,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-08-31,LS 5,08,244,21.261,0.33972047333064764,0.9,0.5163977794943222,21.195,10,22.01,22.01,NA,1,21.49,21.49,NA,1,21.3,21.3,NA,1,20.630000000000006,20.630000000000006,NA,1,21.19,21.196666666666665,0.012110601416388653,1_1_2_1_LT05_013030_20080831,6,1.0092744,39691.63776240741,12726,143.34253844,49.79288004,29.756604560000028,21.489711726319157,21.43477451403606,18.873628880000012,21.29247327856836,21.892221104175217,2.4365770603584855,0.7054802697888461,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-09-08,LS 7,09,252,21.326999999999998,0.2243533918719418,0.9,0.5163977794943222,21.354999999999997,10,21.51,21.51,NA,1,21.33,21.33,NA,1,21.630000000000006,21.630000000000006,NA,1,20.79,20.79,NA,1,21.325,21.334999999999997,0.08826097665446606,1_2_1_LE07_013030_20080908,12,1.0072977,39699.64018194444,9465,147.18656929,47.67072441,26.36251070000003,20.60049837987965,20.694980564736447,17.619215540000027,20.32532514553445,20.71276302194605,1.4464437807916175,0.528706854954515,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-10-10,LS 7,10,284,14.819999999999999,0.040000000000000036,0.5,0,14.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.819999999999999,0.0400000000000002,1_2_1_LE07_013030_20081010,0,0.9983859,39731.63992068287,15002,156.32908491,36.99332606,20.199820639999984,14.906417045763968,14.700268415304464,13.972188200000005,14.686651846923247,15.037006671512405,3.4794198690799534,0.4924369752633056,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-10-18,LS 5,10,292,13.899999999999999,0.024494897427831838,0.5,0,13.905000000000001,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.905000000000001,13.899999999999999,0.02449489742783128,1_1_2_1_LT05_013030_20081018,9,0.9961141,39739.63672819444,16020,156.56749226,33.98145804,15.253945700000031,11.357089673022388,11.842444585704508,4.470092600000044,10.783101305404507,12.367790909235797,-1.3986457803761003,1.6218924017112883,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-10-26,LS 7,10,300,12.058333333333335,0.19187669651801734,0.6666666666666666,0.408248290463863,11.98,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.98,12.058333333333335,0.1918766965180173,1_2_1_LE07_013030_20081026,3,0.9939112,39747.640112071764,14882,159.20371333,31.67713164,16.81256282000004,11.951301225192378,11.91385165815991,10.461881660000017,11.895036691567274,11.91385165815991,3.454385648396508,0.4424391508156257,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2008-11-27,LS 7,11,332,4.696666666666667,0.019663841605003687,0.5,0,4.69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,4.696666666666667,0.019663841605003802,1_2_1_LE07_013030_20081127,60,0.9866177,39779.64042063657,13582,160.83076556,23.21967927,6.972083240000018,3.585438732336986,3.8207856553568513,-1.5763847800000121,3.4475477462866544,3.8207856553568513,-1.4995563701694599,0.6893426676374624,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-05-22,LS 7,05,142,14.418750000000001,1.0285140112942415,1.5,0,14.48,8,15.7,15.7,0,2,14.65,14.65,0.1131370849898477,2,13.01,13.01,0,2,14.315,14.315,0.10606601717798364,2,NA,NA,NA,1_2_1_LE07_013030_20090522,7,1.0123974,39955.64120652778,14436,135.96067735,61.41612282,26.57784595999999,13.222779631661858,12.924849074311545,8.664003139999977,12.147192308056873,13.752182803495947,1.6354560345065519,2.0342251315906794,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-05-30,LS 5,05,150,13.88875,0.6632697684308292,1.5,0,14.084999999999999,8,14.59,14.59,0,2,12.95,12.95,0.1131370849898477,2,14.239999999999998,14.239999999999998,0,2,13.774999999999999,13.774999999999999,0.21920310216783073,2,NA,NA,NA,1_1_2_1_LT05_013030_20090530,50,1.0137994,39963.63953357639,9691,133.12551622,62.15374484,26.77267310000002,16.160835879377377,15.945877861919097,14.63528408000002,15.295105263790152,16.59139951402577,2.108105490686156,1.4844262043681011,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-09-03,LS 5,09,246,21.695714285714292,0.7600780758045061,1.2857142857142858,0.2567762955065478,21.409999999999997,14,21.17,21.17,0,2,21.409999999999997,21.409999999999997,0.11313708498984897,2,20.725,20.725,0.12020815280171052,2,21.045,21.045,0.12020815280171805,2,22.5,22.506666666666664,0.1227463509301473,1_1_2_1_LT05_013030_20090903,53,1.0086151,40059.640626388886,6199,145.83840504,49.46065009,23.74430738000001,12.512738288274386,12.081384524719143,7.1429842400000325,10.692535426535029,14.269494510246037,0.4859583694037739,2.4568875461806217,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-09-19,LS 5,09,262,17.787142857142857,0.2111663060036045,1.2857142857142858,0.2567762955065478,17.89,14,17.610000000000007,17.610000000000007,0,2,17.509999999999998,17.509999999999998,0.11313708498984897,2,17.89,17.89,0,2,17.56,17.56,0,2,17.974999999999994,17.979999999999993,0.0244948974278339,1_1_2_1_LT05_013030_20090919,14,1.0044302,40075.64077412037,9874,151.19207559,44.38442029,18.931735220000007,16.274523404720316,16.696000220879334,11.364238940000007,15.809970315161701,16.839097045466776,-1.4417436754324897,0.9674783055148799,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-10-05,LS 5,10,278,15.27833333333333,0.020412414523193444,1,0,15.27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.27,15.27833333333333,0.020412414523193867,1_1_2_1_LT05_013030_20091005,66,0.9998961,40091.640903680556,4706,155.65796847,38.96546805,18.463466480000022,14.315543787642637,14.428316320379372,10.605438499999991,13.824928893389389,15.02916320626731,-0.23023251932558697,0.8456793706863197,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-10-21,LS 5,10,294,11.481666666666667,0.034302575219167734,1,0,11.49,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49,11.481666666666667,0.034302575219167616,1_1_2_1_LT05_013030_20091021,36,0.9953496,40107.641013263885,12535,158.89959364,33.53601388,16.751038460000018,10.980972595989321,10.855855058785883,9.552688340000032,10.727706217648947,11.4931663004013,2.105815881813793,0.8261216296227092,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2009-11-22,LS 5,11,326,8.526666666666667,0.045898438608155886,1,0,8.535,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.535,8.526666666666667,0.04589843860815598,1_1_2_1_LT05_013030_20091122,27,0.9875894,40139.64117662037,17133,161.29596051,24.42046622,11.138649620000024,7.5394130915891875,7.717260616163525,6.1791026000000215,7.303637994158355,7.860749728637157,1.891611798283342,0.43594952627944883,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-06-02,LS 5,06,153,20.43,0.7423087108624158,1.2,0.25819888974716115,20.9,10,19.71,19.71,NA,1,20.67,20.67,NA,1,18.86,18.86,NA,1,19.66,19.66,NA,1,20.9,20.900000000000002,0,1_1_2_1_LT05_013030_20100602,4,1.0142216,40331.641381354166,15474,133.53642009,62.74109899,32.385061940000014,21.72182004561084,21.665984150230464,19.12656235999998,21.005616717981116,22.460050058577565,1.701722319221497,1.2877200362058703,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-06-18,LS 5,06,169,18.861,0.8689259014566331,1.2,0.25819888974716115,19.515,10,18.09,18.09,NA,1,17.91,17.91,NA,1,17.89,17.89,NA,1,17.56,17.56,NA,1,19.52,19.526666666666667,0.021602468994694243,1_1_2_1_LT05_013030_20100618,5,1.0160488,40347.641332430554,16910,130.6832996,63.26365956,29.209721360000003,17.31221452169622,17.447034183356116,10.42428344000001,16.22763638038032,18.64901589899978,0.3435628011642394,2.484864052350004,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-07-12,LS 7,07,193,25.39,0.4615914499497005,1.2,0.25819888974716115,25.585,10,25.59,25.59,NA,1,25.07,25.07,NA,1,25.56,25.56,NA,1,24.16,24.16,NA,1,25.59,25.58666666666667,0.016329931618558283,1_2_1_LE07_013030_20100712,25,1.0165742,40371.64243960648,5707,131.44896681,61.67453959,32.825986520000015,25.47361713763179,25.520910313997092,18.408778159999997,25.081189924348667,26.38088756462366,-0.5579547491452356,1.4580302883559917,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-08-29,LS 7,08,241,21.538,0.3585712388540572,1.2,0.25819888974716115,21.725,10,21.67,21.67,NA,1,21.49,21.49,NA,1,20.97,20.97,NA,1,20.79,20.79,NA,1,21.740000000000002,21.743333333333336,0.02160246899469055,1_2_1_LE07_013030_20100829,0,1.0098616,40419.64247421296,14770,144.92147483,51.2765677,32.364553820000026,21.852937452188172,21.764737367288177,20.527950560000022,21.356299938511004,22.173238986149798,3.0119726038944825,1.135091646523606,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-09-06,LS 5,09,249,20.532999999999998,0.8441043905952773,1.2,0.25819888974716115,19.974999999999994,10,21.84,21.84,NA,1,21.99,21.99,NA,1,20.97,20.97,NA,1,20.96,20.96,NA,1,19.939999999999994,19.928333333333327,0.05382068994974385,1_1_2_1_LT05_013030_20100906,28,1.0079366,40427.641073067134,14013,146.95940977,48.65947916,25.962602360000005,20.568771783275544,20.730288692073238,16.593809540000052,20.16776075160643,21.143199482361254,-0.7167173534156459,0.8718405798005511,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-09-14,LS 7,09,257,18.240000000000002,0.8552582455999274,1.2,0.25819888974716115,17.635000000000005,10,19.54,19.54,NA,1,19.04,19.04,NA,1,19.51,19.51,NA,1,18.69,18.69,NA,1,17.605000000000004,17.603333333333335,0.03386246693120266,1_2_1_LE07_013030_20100914,61,1.00586,40435.642488240745,8017,150.31899714,46.3166553,22.042133420000027,17.823358284973757,18.33136154697412,10.578094340000007,17.93763419077752,18.727046720700372,-2.0183762616157703,1.4023304733234252,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2010-10-08,LS 5,10,281,14.903333333333334,0.027325202042558346,1,0,14.895,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.895,14.903333333333334,0.027325202042558047,1_1_2_1_LT05_013030_20101008,3,0.9991087,40459.640914398144,17134,156.24245596,37.99198895,20.28527114000002,15.168766038041602,15.167480640524001,14.430202880000024,15.03068714628512,15.167480640524001,3.0990402941274624,0.4759856058932699,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2011-05-12,LS 7,05,132,10.65,0.030983866769658676,0.5,0,10.63,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63,10.65,0.030983866769658447,1_2_1_LE07_013030_20110512,25,1.0102063,40675.643387268516,13934,139.95139381,59.86502579,23.46402974,11.52578169106763,11.428253020012315,8.29485698000002,10.658341859973833,12.180448608070437,2.043947196874443,1.6064188213086403,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2011-06-21,LS 5,06,172,21.209999999999997,0.6388879227045837,0.9200000000000002,0.5593647190240808,21.47,10,21.18,21.18,NA,1,21.83,21.83,NA,1,20.32,20.32,NA,1,19.83,19.83,NA,1,21.53,21.49,0.15582040944626036,1_1_2_1_LT05_013030_20110621,3,1.0162461,40715.64040829861,17134,129.85707336,63.01580496,30.66921590000004,21.305078921699618,21.06987399432661,19.70762576000004,20.3195853211377,21.675557808345268,1.9619613333022228,1.2476297554493945,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2011-06-29,LS 7,06,180,20.641999999999996,0.8998123261115195,0.9200000000000002,0.5593647190240808,20.869999999999997,10,22.01,22.01,NA,1,19.86,19.86,NA,1,18.7,18.7,NA,1,21.130000000000006,21.130000000000006,NA,1,20.869999999999997,20.786666666666665,0.3657685971576378,1_2_1_LE07_013030_20110629,49,1.0166218,40723.643343275464,13846,131.1982263,63.20412934,32.10136627999998,22.276548575649997,22.121025575640427,20.363885600000003,21.67775876497149,22.561703221455748,2.1742018169985946,1.1070174852698969,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
