"rowid","system:index","cloud_cover","earthsun_d","l_exceltime","pixel_count","sunazi","sunelev","temp_max","temp_mean","temp_median","temp_min","temp_p25","temp_p75","temp_skew","temp_stdDev","vapor_source",".geo","date","month","year","doy","LSmission","freeze_QAQC","temp_spread","spread_QAQC","IQR","IQR_QAQC","temp_med","pred_temp_range","opt_resid_range","calib_range","pred_temp_IQR","opt_resid_IQR","calib_IQR"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-07,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,23.6617940108503,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-23,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,21.5054472822404,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-31,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,21.8572808494205,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-24,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,18.0692199028345,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-10-02,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,17.9000237026117,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-10-26,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,11.0481591277737,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-11,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,9.48618541734157,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-30,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,22.380296425414,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-08-25,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,20.4476759801894,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-12,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,13.4804495689469,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-20,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,13.5199269490897,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-28,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,11.5252528328599,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-29,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,5.99820722891987,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-27,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,22.2886781956494,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-08-28,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,23.6083884620298,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-09-05,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,21.1243095757166,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-09-13,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,21.2497413521562,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-09-29,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,18.0930417387334,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-11-08,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,10.2887243954579,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-09-08,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,21.9684146379499,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-09-24,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,20.1066429934895,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-18,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,14.3646712728596,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-03,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,10.1733475528091,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-07-25,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,23.4239067216524,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-18,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,24.4221979548027,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-13,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,15.8400011257883,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-21,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,14.8098823389376,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-22,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,7.91868075779477,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-10-07,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,17.8356270271694,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-08,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,10.5533184061312,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-07-30,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,24.4744699389504,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-09-24,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,19.9723206033216,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-10-02,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,18.7246356183453,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-19,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,7.32685918623375,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-19,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,19.7059575872003,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-27,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,17.6643071184444,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-10-05,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,15.6143654103486,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-10-13,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,14.8766915414898,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-10-21,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,13.0986962157738,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-08-29,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,23.6907868369849,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-09-06,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,19.4982774328843,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-09-24,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,19.3834980527868,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-11-17,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,9.2107015769397,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-05,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,17.93517374354,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-21,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,13.6036382431329,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-09,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,9.75792138289825,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-01,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,22.8858121343325,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-03,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,25.7330993046064,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-19,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,25.0020498839471,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-12,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,24.1167511692078,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-28,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,20.2167551966932,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-22,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,22.7052897628115,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-15,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,22.2679444744985,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-25,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,25.0027908356381,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-19,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,16.3624654141228,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-27,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,15.0928082141716,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-27,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,23.7158362596011,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-13,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,25.0928490561283,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-06,NA,NA,NA,"LS 7",NA,NA,NA,NA,NA,NA,NA,NA,24.3529718592308,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-30,NA,NA,NA,"LS 8",NA,NA,NA,NA,NA,NA,NA,NA,22.8913518107525,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984-06-10,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7179490360027
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984-09-30,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9220524169284
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984-10-16,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2171113170905
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-01,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1284658096558
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-17,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3335471197944
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-11-20,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84250233522549
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-15,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1462614516962
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-07-18,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0785936280031
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-10-22,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8701258348305
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-05-02,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48437557869772
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-05-26,NA,NA,NA,"LS 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4085293469282
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-06-19,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2907026298099
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-08-06,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5726717213628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-10-09,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3388556585826
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-10-25,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2798623172663
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-05,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2900696561367
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-21,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5357597835879
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-07-07,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0828633802127
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-08,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.523689964288
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-09,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2291298477364
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-25,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9733451918405
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-10-27,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3063512376881
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-11-12,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38629413793109
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-07,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05109382212103
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-07-26,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.473726232184
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-08-03,NA,NA,NA,"LS 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3603575765525
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-08-19,NA,NA,NA,"LS 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3403610808253
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-08-27,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7203488263762
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-09-28,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.609528272568
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-10-14,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7009506457358
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-10-30,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05581196560896
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-06-27,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7475927439594
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-07-21,NA,NA,NA,"LS 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3032271026398
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-07-29,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4732456935109
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-08-30,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5639070134764
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-10-01,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3377943766629
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-10-17,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3935759045942
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-05-13,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0968340497
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-05-29,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7835781383156
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-07-16,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7587937007039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-08-01,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.965011630669
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-09-02,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2732091763941
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-10-04,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.660719299002
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-05-15,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2366825559704
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-06-16,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8162793452459
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-08-19,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6384208338716
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-09-20,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.482219314295
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-10-06,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.693274573917
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-10-22,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8843261649562
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-05-02,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50444602819447
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-06-03,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3935978681179
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-05,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5881642290773
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-09-07,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9173357849225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-10-25,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0598458652237
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-11-10,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67771066768806
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-05-21,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7991291753663
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-06-22,NA,NA,NA,"LS 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.37417380578
