"","temp_degC","date","count"
"871",2.4,1993-11-10,17
"872",2.9,1993-11-10,65
"873",3.4,1993-11-10,316
"874",3.9,1993-11-10,1082
"875",4.4,1993-11-10,3219
"876",4.9,1993-11-10,6842
"877",5.4,1993-11-10,4340
"878",6,1993-11-10,1299
"879",6.5,1993-11-10,8
"880",0.3,1993-11-26,1818
"881",0.8,1993-11-26,5520
"882",1.3,1993-11-26,4323
"883",1.8,1993-11-26,2907
"884",2.4,1993-11-26,141
"885",9.4,1994-05-21,340
"886",9.9,1994-05-21,3093
"887",10.4,1994-05-21,4671
"888",10.9,1994-05-21,2790
"889",11.4,1994-05-21,2004
"890",11.8,1994-05-21,1452
"891",12.3,1994-05-21,794
"892",12.8,1994-05-21,626
"893",13.3,1994-05-21,414
"894",13.7,1994-05-21,325
"895",14.2,1994-05-21,229
"896",14.7,1994-05-21,164
"897",15.1,1994-05-21,112
"898",15.6,1994-05-21,80
"899",16.1,1994-05-21,42
"900",16.5,1994-05-21,27
"901",17,1994-05-21,14
"902",17.4,1994-05-21,9
"903",17.9,1994-05-21,3
"904",18.3,1994-05-21,3
"905",20.1,1994-05-21,1
"906",15.6,1994-06-22,16
"907",16.1,1994-06-22,328
"908",16.5,1994-06-22,1167
"909",17,1994-06-22,2062
"910",17.4,1994-06-22,3983
"911",17.9,1994-06-22,6132
"912",18.3,1994-06-22,2570
"913",18.8,1994-06-22,654
"914",19.2,1994-06-22,199
"915",19.7,1994-06-22,48
"916",20.1,1994-06-22,14
"917",20.6,1994-06-22,9
"918",17.4,1994-08-25,1127
"919",17.9,1994-08-25,11398
"920",18.3,1994-08-25,4157
"921",18.8,1994-08-25,356
"922",19.2,1994-08-25,117
"923",19.7,1994-08-25,25
"924",20.1,1994-08-25,8
"925",20.6,1994-08-25,4
"926",21.9,1994-08-25,1
"927",4.9,1994-09-10,1
"928",6,1994-09-10,1
"929",6.5,1994-09-10,4
"930",7,1994-09-10,10
"931",7.5,1994-09-10,18
"932",7.9,1994-09-10,41
"933",8.4,1994-09-10,46
"934",8.9,1994-09-10,93
"935",9.4,1994-09-10,137
"936",9.9,1994-09-10,182
"937",10.4,1994-09-10,238
"938",10.9,1994-09-10,308
"939",11.4,1994-09-10,377
"940",11.8,1994-09-10,478
"941",12.3,1994-09-10,539
"942",12.8,1994-09-10,696
"943",13.3,1994-09-10,1172
"944",13.7,1994-09-10,3224
"945",14.2,1994-09-10,5247
"946",14.7,1994-09-10,318
"947",15.1,1994-09-10,6
"948",7.5,1994-10-12,8
"949",7.9,1994-10-12,98
"950",8.4,1994-10-12,404
"951",8.9,1994-10-12,1121
"952",9.4,1994-10-12,4052
"953",9.9,1994-10-12,11021
"954",10.4,1994-10-12,487
"955",10.9,1994-10-12,2
"956",7,1994-10-28,3
"957",7.5,1994-10-28,19
"958",7.9,1994-10-28,181
"959",8.4,1994-10-28,1317
"960",8.9,1994-10-28,11321
"961",9.4,1994-10-28,4286
"962",9.9,1994-10-28,66
"963",4.4,1994-11-13,5
"964",4.9,1994-11-13,54
"965",5.4,1994-11-13,324
"966",6,1994-11-13,1559
"967",6.5,1994-11-13,9795
"968",7,1994-11-13,5385
"969",7.5,1994-11-13,68
"970",0.3,1994-11-29,10
"971",0.8,1994-11-29,39
"972",1.3,1994-11-29,305
"973",1.8,1994-11-29,1085
"974",2.4,1994-11-29,3565
"975",2.9,1994-11-29,7906
"976",3.4,1994-11-29,4128
"977",3.9,1994-11-29,50
"978",0.8,1995-05-08,1
"979",1.3,1995-05-08,11
"980",1.8,1995-05-08,28
"981",2.4,1995-05-08,108
"982",2.9,1995-05-08,293
"983",3.4,1995-05-08,544
"984",3.9,1995-05-08,633
"985",4.4,1995-05-08,1610
"986",4.9,1995-05-08,3738
"987",5.4,1995-05-08,2149
"988",6,1995-05-08,494
"989",6.5,1995-05-08,247
"990",7,1995-05-08,141
"991",7.5,1995-05-08,73
"992",7.9,1995-05-08,43
"993",8.4,1995-05-08,16
"994",8.9,1995-05-08,15
"995",9.4,1995-05-08,10
"996",9.9,1995-05-08,6
"997",10.4,1995-05-08,5
"998",10.9,1995-05-08,2
"999",11.4,1995-05-08,1
"1000",11.8,1995-05-08,1
"1001",0.8,1995-08-28,2
"1002",1.3,1995-08-28,2
"1003",1.8,1995-08-28,5
"1004",2.4,1995-08-28,8
"1005",2.9,1995-08-28,22
"1006",3.4,1995-08-28,71
"1007",3.9,1995-08-28,108
"1008",4.4,1995-08-28,157
"1009",4.9,1995-08-28,239
"1010",5.4,1995-08-28,349
"1011",6,1995-08-28,406
"1012",6.5,1995-08-28,435
"1013",7,1995-08-28,574
"1014",7.5,1995-08-28,567
"1015",7.9,1995-08-28,710
"1016",8.4,1995-08-28,775
"1017",8.9,1995-08-28,988
"1018",9.4,1995-08-28,945
"1019",9.9,1995-08-28,738
"1020",10.4,1995-08-28,490
"1021",10.9,1995-08-28,382
"1022",11.4,1995-08-28,196
"1023",11.8,1995-08-28,114
"1024",3.4,1995-09-29,2
"1025",3.9,1995-09-29,10
"1026",4.4,1995-09-29,35
"1027",4.9,1995-09-29,70
"1028",5.4,1995-09-29,164
"1029",6,1995-09-29,262
"1030",6.5,1995-09-29,383
"1031",7,1995-09-29,668
"1032",7.5,1995-09-29,994
"1033",7.9,1995-09-29,1217
"1034",8.4,1995-09-29,1847
"1035",8.9,1995-09-29,2388
"1036",9.4,1995-09-29,3461
"1037",9.9,1995-09-29,3296
"1038",10.4,1995-09-29,1411
"1039",10.9,1995-09-29,718
"1040",11.4,1995-09-29,153
"1041",11.8,1995-09-29,63
"1042",12.3,1995-09-29,49
"1043",12.8,1995-09-29,2
"1044",0.3,1995-11-16,66
"1045",0.8,1995-11-16,117
"1046",1.3,1995-11-16,241
"1047",1.8,1995-11-16,505
"1048",2.4,1995-11-16,956
"1049",2.9,1995-11-16,1622
"1050",3.4,1995-11-16,4105
"1051",3.9,1995-11-16,5437
"1052",4.4,1995-11-16,3324
"1053",4.9,1995-11-16,310
"1054",5.4,1995-11-16,3
"1055",4.9,1996-05-26,2
"1056",5.4,1996-05-26,1
"1057",6,1996-05-26,5
"1058",6.5,1996-05-26,6
"1059",7,1996-05-26,7
"1060",7.5,1996-05-26,6
"1061",7.9,1996-05-26,13
"1062",8.4,1996-05-26,35
"1063",8.9,1996-05-26,47
"1064",9.4,1996-05-26,640
"1065",9.9,1996-05-26,2683
"1066",10.4,1996-05-26,5266
"1067",10.9,1996-05-26,5447
"1068",11.4,1996-05-26,1470
"1069",11.8,1996-05-26,662
"1070",12.3,1996-05-26,351
"1071",12.8,1996-05-26,202
"1072",13.3,1996-05-26,119
"1073",13.7,1996-05-26,55
"1074",14.2,1996-05-26,36
"1075",14.7,1996-05-26,14
"1076",15.1,1996-05-26,5
"1077",15.6,1996-05-26,1
"1078",16.1,1996-05-26,2
"1079",17.4,1996-05-26,1
"1080",17,1996-08-14,4
"1081",17.4,1996-08-14,50
"1082",17.9,1996-08-14,242
"1083",18.3,1996-08-14,4584
"1084",18.8,1996-08-14,9052
"1085",19.2,1996-08-14,2483
"1086",19.7,1996-08-14,530
"1087",20.1,1996-08-14,134
"1088",20.6,1996-08-14,40
"1089",21,1996-08-14,22
"1090",21.5,1996-08-14,6
"1091",21.9,1996-08-14,2
"1092",22.8,1996-08-14,1
"1093",14.7,1996-08-30,10
"1094",15.1,1996-08-30,36
"1095",15.6,1996-08-30,442
"1096",16.1,1996-08-30,1396
"1097",16.5,1996-08-30,2246
"1098",17,1996-08-30,2934
"1099",17.4,1996-08-30,1888
"1100",17.9,1996-08-30,2683
"1101",18.3,1996-08-30,4281
"1102",18.8,1996-08-30,1241
"1103",19.2,1996-08-30,25
"1104",19.7,1996-08-30,4
"1105",20.1,1996-08-30,4
"1106",20.6,1996-08-30,1
"1107",21,1996-08-30,1
"1108",21.5,1996-08-30,1
"1109",8.4,1996-09-15,1
"1110",8.9,1996-09-15,1
"1111",9.4,1996-09-15,4
"1112",9.9,1996-09-15,5
"1113",10.4,1996-09-15,13
"1114",10.9,1996-09-15,18
"1115",11.4,1996-09-15,75
"1116",11.8,1996-09-15,165
"1117",12.3,1996-09-15,242
"1118",12.8,1996-09-15,314
"1119",13.3,1996-09-15,384
"1120",13.7,1996-09-15,523
"1121",14.2,1996-09-15,750
"1122",14.7,1996-09-15,2000
"1123",15.1,1996-09-15,8414
"1124",15.6,1996-09-15,2841
"1125",16.1,1996-09-15,48
"1126",16.5,1996-09-15,14
"1127",17,1996-09-15,8
"1128",17.4,1996-09-15,1
"1129",17.9,1996-09-15,1
"1130",10.4,1996-10-01,3
"1131",10.9,1996-10-01,95
"1132",11.4,1996-10-01,1920
"1133",11.8,1996-10-01,9709
"1134",12.3,1996-10-01,5184
"1135",12.8,1996-10-01,270
"1136",13.3,1996-10-01,9
"1137",13.7,1996-10-01,3
"1138",8.4,1996-10-17,1
"1139",8.9,1996-10-17,30
"1140",9.4,1996-10-17,250
"1141",9.9,1996-10-17,4761
"1142",10.4,1996-10-17,11013
"1143",10.9,1996-10-17,885
"1144",11.4,1996-10-17,116
"1145",11.8,1996-10-17,12
"1146",12.8,1996-10-17,1
"1147",0.3,1996-11-02,1
"1148",0.8,1996-11-02,7
"1149",1.3,1996-11-02,18
"1150",1.8,1996-11-02,23
"1151",2.4,1996-11-02,30
"1152",2.9,1996-11-02,42
"1153",3.4,1996-11-02,48
"1154",3.9,1996-11-02,95
"1155",4.4,1996-11-02,196
"1156",4.9,1996-11-02,500
"1157",5.4,1996-11-02,1171
"1158",6,1996-11-02,2207
"1159",6.5,1996-11-02,4752
"1160",7,1996-11-02,7790
"1161",7.5,1996-11-02,257
"1162",8.9,1997-06-14,1
"1163",9.9,1997-06-14,1
"1164",10.4,1997-06-14,2
"1165",10.9,1997-06-14,4
"1166",11.4,1997-06-14,3
"1167",11.8,1997-06-14,14
"1168",12.3,1997-06-14,27
"1169",12.8,1997-06-14,51
"1170",13.3,1997-06-14,110
"1171",13.7,1997-06-14,194
"1172",14.2,1997-06-14,329
"1173",14.7,1997-06-14,1035
"1174",15.1,1997-06-14,1421
"1175",15.6,1997-06-14,2983
"1176",16.1,1997-06-14,4970
"1177",16.5,1997-06-14,1670
"1178",17,1997-06-14,274
"1179",17.4,1997-06-14,100
"1180",17.9,1997-06-14,49
"1181",18.3,1997-06-14,19
"1182",18.8,1997-06-14,5
"1183",19.2,1997-06-14,1
"1184",17.9,1997-06-30,47
"1185",18.3,1997-06-30,3367
"1186",18.8,1997-06-30,8429
"1187",19.2,1997-06-30,2752
"1188",19.7,1997-06-30,1230
"1189",20.1,1997-06-30,604
"1190",20.6,1997-06-30,373
"1191",21,1997-06-30,211
"1192",21.5,1997-06-30,95
"1193",21.9,1997-06-30,43
"1194",22.4,1997-06-30,17
"1195",22.8,1997-06-30,14
"1196",23.2,1997-06-30,4
"1197",23.7,1997-06-30,2
"1198",24.1,1997-06-30,2
"1199",24.5,1997-06-30,2
"1200",2.4,1997-11-05,1
"1201",2.9,1997-11-05,2
"1202",3.4,1997-11-05,8
"1203",3.9,1997-11-05,24
"1204",4.4,1997-11-05,52
"1205",4.9,1997-11-05,78
"1206",5.4,1997-11-05,204
"1207",6,1997-11-05,828
"1208",6.5,1997-11-05,3722
"1209",7,1997-11-05,9575
"1210",7.5,1997-11-05,2641
"1211",7.9,1997-11-05,16
"1212",10.9,1998-05-16,4
"1213",11.4,1998-05-16,1364
"1214",11.8,1998-05-16,3991
"1215",12.3,1998-05-16,5238
"1216",12.8,1998-05-16,2342
"1217",13.3,1998-05-16,1417
"1218",13.7,1998-05-16,721
"1219",14.2,1998-05-16,605
"1220",14.7,1998-05-16,425
"1221",15.1,1998-05-16,342
"1222",15.6,1998-05-16,259
"1223",16.1,1998-05-16,178
"1224",16.5,1998-05-16,107
"1225",17,1998-05-16,95
"1226",17.4,1998-05-16,51
"1227",17.9,1998-05-16,29
"1228",18.3,1998-05-16,16
"1229",18.8,1998-05-16,6
"1230",19.2,1998-05-16,1
"1231",19.7,1998-05-16,1
"1232",20.1,1998-05-16,1
"1233",9.9,1998-07-03,1
"1234",10.4,1998-07-03,3
"1235",10.9,1998-07-03,1
"1236",11.4,1998-07-03,3
"1237",11.8,1998-07-03,9
"1238",12.3,1998-07-03,11
"1239",12.8,1998-07-03,29
"1240",13.3,1998-07-03,32
"1241",13.7,1998-07-03,62
"1242",14.2,1998-07-03,103
"1243",14.7,1998-07-03,136
"1244",15.1,1998-07-03,189
"1245",15.6,1998-07-03,266
"1246",16.1,1998-07-03,438
"1247",16.5,1998-07-03,849
"1248",17,1998-07-03,1420
"1249",17.4,1998-07-03,2263
"1250",17.9,1998-07-03,2957
"1251",18.3,1998-07-03,2325
"1252",18.8,1998-07-03,862
"1253",19.2,1998-07-03,268
"1254",19.7,1998-07-03,116
"1255",20.1,1998-07-03,45
"1256",20.6,1998-07-03,15
"1257",21,1998-07-03,6
"1258",4.4,1998-08-20,1
"1259",4.9,1998-08-20,3
"1260",5.4,1998-08-20,9
"1261",6,1998-08-20,29
"1262",6.5,1998-08-20,80
"1263",7,1998-08-20,252
"1264",7.5,1998-08-20,551
"1265",7.9,1998-08-20,798
"1266",8.4,1998-08-20,1218
"1267",8.9,1998-08-20,914
"1268",9.4,1998-08-20,513
"1269",9.9,1998-08-20,585
"1270",10.4,1998-08-20,440
"1271",10.9,1998-08-20,403
"1272",11.4,1998-08-20,366
"1273",11.8,1998-08-20,287
"1274",12.3,1998-08-20,173
"1275",12.8,1998-08-20,37
"1276",13.3,1998-08-20,10
"1277",13.7,1998-08-20,4
"1278",0.3,1998-11-08,455
"1279",0.8,1998-11-08,618
"1280",1.3,1998-11-08,598
"1281",1.8,1998-11-08,478
"1282",2.4,1998-11-08,479
"1283",2.9,1998-11-08,611
"1284",3.4,1998-11-08,701
"1285",3.9,1998-11-08,865
"1286",4.4,1998-11-08,1133
"1287",4.9,1998-11-08,1479
"1288",5.4,1998-11-08,2217
"1289",6,1998-11-08,338
"1290",6.5,1998-11-08,2
"1291",6.5,1999-06-04,1
"1292",7.5,1999-06-04,2
"1293",7.9,1999-06-04,6
"1294",8.4,1999-06-04,9
"1295",8.9,1999-06-04,15
"1296",9.4,1999-06-04,47
"1297",9.9,1999-06-04,53
"1298",10.4,1999-06-04,98
"1299",10.9,1999-06-04,152
"1300",11.4,1999-06-04,219
"1301",11.8,1999-06-04,308
"1302",12.3,1999-06-04,386
"1303",12.8,1999-06-04,471
"1304",13.3,1999-06-04,632
"1305",13.7,1999-06-04,1427
"1306",14.2,1999-06-04,2511
"1307",14.7,1999-06-04,3144
"1308",15.1,1999-06-04,1792
"1309",15.6,1999-06-04,480
"1310",16.1,1999-06-04,240
"1311",16.5,1999-06-04,119
"1312",17,1999-06-04,34
"1313",17.4,1999-06-04,9
"1314",17.9,1999-06-04,3
"1315",18.3,1999-06-04,3
"1316",18.8,1999-06-04,4
"1317",19.2,1999-06-04,1
"1318",20.1,1999-06-04,1
"1319",3.9,1999-06-20,3
"1320",4.4,1999-06-20,3
"1321",4.9,1999-06-20,9
"1322",5.4,1999-06-20,27
"1323",6,1999-06-20,53
"1324",6.5,1999-06-20,66
"1325",7,1999-06-20,92
"1326",7.5,1999-06-20,100
"1327",7.9,1999-06-20,120
"1328",8.4,1999-06-20,167
"1329",8.9,1999-06-20,213
"1330",9.4,1999-06-20,195
"1331",9.9,1999-06-20,251
"1332",10.4,1999-06-20,429
"1333",10.9,1999-06-20,369
"1334",11.4,1999-06-20,321
"1335",11.8,1999-06-20,361
"1336",12.3,1999-06-20,498
"1337",12.8,1999-06-20,549
"1338",13.3,1999-06-20,394
"1339",13.7,1999-06-20,740
"1340",14.2,1999-06-20,865
"1341",14.7,1999-06-20,1196
"1342",15.1,1999-06-20,1578
"1343",15.6,1999-06-20,862
"1344",16.1,1999-06-20,178
"1345",16.5,1999-06-20,103
"1346",17,1999-06-20,71
"1347",17.4,1999-06-20,34
"1348",17.9,1999-06-20,14
"1349",18.3,1999-06-20,12
"1350",18.8,1999-06-20,6
"1351",19.2,1999-06-20,3
"1352",19.7,1999-06-20,1
"1353",16.5,1999-07-22,15
"1354",17,1999-07-22,28
"1355",17.4,1999-07-22,83
"1356",17.9,1999-07-22,362
"1357",18.3,1999-07-22,2537
"1358",18.8,1999-07-22,7916
"1359",19.3,1999-07-22,2391
"1360",19.7,1999-07-22,723
"1361",20.1,1999-07-22,364
"1362",20.6,1999-07-22,158
"1363",21,1999-07-22,43
"1364",21.5,1999-07-22,14
"1365",21.9,1999-07-22,6
"1366",22.4,1999-07-22,3
"1367",22.8,1999-07-22,3
"1368",23.2,1999-07-22,2
"1369",8.4,1999-08-07,2
"1370",8.9,1999-08-07,1
"1371",12.8,1999-08-07,2
"1372",13.3,1999-08-07,1
"1373",13.7,1999-08-07,1
"1374",14.2,1999-08-07,3
"1375",15.1,1999-08-07,3
"1376",15.6,1999-08-07,6
"1377",16.1,1999-08-07,8
"1378",16.5,1999-08-07,35
"1379",17,1999-08-07,50
"1380",17.4,1999-08-07,76
"1381",17.9,1999-08-07,184
"1382",18.3,1999-08-07,680
"1383",18.8,1999-08-07,4540
"1384",19.2,1999-08-07,10834
"1385",19.7,1999-08-07,468
"1386",20.1,1999-08-07,30
"1387",20.6,1999-08-07,19
"1388",21,1999-08-07,3
"1389",21.5,1999-08-07,4
"1390",22.4,1999-08-07,2
"1391",16.5,1999-08-23,4552
"1392",17,1999-08-23,9075
"1393",17.4,1999-08-23,2818
"1394",17.9,1999-08-23,542
"1395",18.3,1999-08-23,154
"1396",18.8,1999-08-23,34
"1397",19.2,1999-08-23,11
"1398",19.7,1999-08-23,4
"1399",20.1,1999-08-23,2
"1400",21,1999-08-23,1
"1401",17.6,1999-08-31,113
"1402",18.1,1999-08-31,6559
"1403",18.7,1999-08-31,9880
"1404",19.2,1999-08-31,577
"1405",19.7,1999-08-31,49
"1406",20.2,1999-08-31,9
"1407",20.8,1999-08-31,5
"1408",21.3,1999-08-31,1
"1409",14.2,1999-09-24,611
"1410",14.7,1999-09-24,12182
"1411",15.1,1999-09-24,3240
"1412",15.6,1999-09-24,816
"1413",16.1,1999-09-24,258
"1414",16.5,1999-09-24,73
"1415",17,1999-09-24,6
"1416",17.4,1999-09-24,3
"1417",17.9,1999-09-24,2
"1418",18.3,1999-09-24,1
"1419",19.7,1999-09-24,1
"1420",12.1,1999-10-02,3
"1421",12.7,1999-10-02,72
"1422",13.2,1999-10-02,4126
"1423",13.8,1999-10-02,12287
"1424",14.3,1999-10-02,697
"1425",14.9,1999-10-02,7
"1426",15.4,1999-10-02,1
"1427",4.9,1999-10-26,96
"1428",5.4,1999-10-26,192
"1429",6,1999-10-26,295
"1430",6.5,1999-10-26,596
"1431",7,1999-10-26,1946
"1432",7.5,1999-10-26,9222
"1433",7.9,1999-10-26,4328
"1434",8.4,1999-10-26,492
"1435",8.9,1999-10-26,26
"1436",1.3,1999-11-11,3
"1437",1.8,1999-11-11,14
"1438",2.4,1999-11-11,54
"1439",2.9,1999-11-11,163
"1440",3.4,1999-11-11,272
"1441",3.9,1999-11-11,500
"1442",4.4,1999-11-11,715
"1443",4.9,1999-11-11,1049
"1444",5.4,1999-11-11,1679
"1445",6,1999-11-11,4779
"1446",6.5,1999-11-11,7776
"1447",7,1999-11-11,188
"1448",3.4,2000-06-22,1
"1449",3.9,2000-06-22,4
"1450",4.4,2000-06-22,6
"1451",4.9,2000-06-22,28
"1452",5.4,2000-06-22,76
"1453",6,2000-06-22,121
"1454",6.5,2000-06-22,203
"1455",7,2000-06-22,244
"1456",7.5,2000-06-22,502
"1457",7.9,2000-06-22,593
"1458",8.4,2000-06-22,756
"1459",8.9,2000-06-22,869
"1460",9.4,2000-06-22,1066
"1461",9.9,2000-06-22,1604
"1462",10.4,2000-06-22,1398
"1463",10.9,2000-06-22,932
"1464",11.4,2000-06-22,694
"1465",11.8,2000-06-22,529
"1466",12.3,2000-06-22,495
"1467",12.8,2000-06-22,507
"1468",13.3,2000-06-22,371
"1469",13.7,2000-06-22,282
"1470",14.2,2000-06-22,159
"1471",14.7,2000-06-22,149
"1472",15.1,2000-06-22,94
"1473",15.6,2000-06-22,63
"1474",16.1,2000-06-22,36
"1475",16.5,2000-06-22,30
"1476",17,2000-06-22,17
"1477",17.4,2000-06-22,9
"1478",17.9,2000-06-22,7
"1479",1.5,2000-06-30,1
"1480",3.4,2000-06-30,1
"1481",4,2000-06-30,2
"1482",4.6,2000-06-30,2
"1483",5.8,2000-06-30,1
"1484",6.4,2000-06-30,1
"1485",6.9,2000-06-30,4
"1486",9.3,2000-06-30,4
"1487",9.8,2000-06-30,9
"1488",10.4,2000-06-30,10
"1489",11,2000-06-30,15
"1490",11.5,2000-06-30,29
"1491",12.1,2000-06-30,36
"1492",12.7,2000-06-30,93
"1493",13.2,2000-06-30,119
"1494",13.8,2000-06-30,196
"1495",14.3,2000-06-30,299
"1496",14.9,2000-06-30,460
"1497",15.4,2000-06-30,821
"1498",16,2000-06-30,1971
"1499",16.5,2000-06-30,2961
"1500",17.1,2000-06-30,1534
"1501",17.6,2000-06-30,200
"1502",18.1,2000-06-30,5
"1503",13.3,2000-07-08,1
"1504",13.7,2000-07-08,3
"1505",14.2,2000-07-08,19
"1506",14.7,2000-07-08,53
"1507",15.1,2000-07-08,90
"1508",15.6,2000-07-08,271
"1509",16.1,2000-07-08,2142
"1510",16.5,2000-07-08,10653
"1511",17,2000-07-08,2981
"1512",17.4,2000-07-08,446
"1513",17.9,2000-07-08,187
"1514",18.3,2000-07-08,86
"1515",18.8,2000-07-08,53
"1516",19.2,2000-07-08,13
"1517",19.7,2000-07-08,3
"1518",20.1,2000-07-08,5
"1519",21,2000-07-08,2
"1520",22.4,2000-07-08,1
"1521",13.3,2000-08-25,1
"1522",13.7,2000-08-25,2
"1523",14.2,2000-08-25,11
"1524",14.7,2000-08-25,12
"1525",15.1,2000-08-25,20
"1526",15.6,2000-08-25,34
"1527",16.1,2000-08-25,286
"1528",16.5,2000-08-25,8907
"1529",17,2000-08-25,6251
"1530",17.4,2000-08-25,1025
"1531",17.9,2000-08-25,372
"1532",18.3,2000-08-25,151
"1533",18.8,2000-08-25,48
"1534",19.3,2000-08-25,12
"1535",19.7,2000-08-25,5
"1536",20.6,2000-08-25,1
"1537",12.3,2000-09-10,1
"1538",14.7,2000-09-10,1
"1539",15.1,2000-09-10,2
"1540",16.1,2000-09-10,6
"1541",16.5,2000-09-10,2046
"1542",17,2000-09-10,13633
"1543",17.4,2000-09-10,1211
"1544",17.9,2000-09-10,178
"1545",18.3,2000-09-10,62
"1546",18.8,2000-09-10,29
"1547",19.2,2000-09-10,12
"1548",19.7,2000-09-10,6
"1549",20.1,2000-09-10,3
"1550",20.6,2000-09-10,2
"1551",21,2000-09-10,1
"1552",8.1,2000-09-18,3
"1553",8.7,2000-09-18,23
"1554",9.3,2000-09-18,29
"1555",9.8,2000-09-18,27
"1556",10.4,2000-09-18,26
"1557",11,2000-09-18,28
"1558",11.5,2000-09-18,54
"1559",12.1,2000-09-18,56
"1560",12.7,2000-09-18,71
"1561",13.2,2000-09-18,72
"1562",13.8,2000-09-18,75
"1563",14.3,2000-09-18,99
"1564",14.9,2000-09-18,285
"1565",15.4,2000-09-18,6588
"1566",16,2000-09-18,8945
"1567",16.5,2000-09-18,666
"1568",17,2000-09-18,74
"1569",17.6,2000-09-18,26
"1570",18.7,2000-09-18,1
"1571",9.4,2000-10-12,2
"1572",9.9,2000-10-12,1167
"1573",10.4,2000-10-12,12764
"1574",10.9,2000-10-12,2760
"1575",11.4,2000-10-12,388
"1576",11.8,2000-10-12,90
"1577",12.3,2000-10-12,20
"1578",12.8,2000-10-12,1
"1579",13.3,2000-10-12,1
"1580",9.3,2000-10-20,151
"1581",9.8,2000-10-20,4735
"1582",10.4,2000-10-20,11890
"1583",11,2000-10-20,395
"1584",11.5,2000-10-20,18
"1585",12.1,2000-10-20,4
"1586",0.3,2000-10-28,59
"1587",0.8,2000-10-28,90
"1588",1.3,2000-10-28,141
"1589",1.8,2000-10-28,212
"1590",2.4,2000-10-28,268
"1591",2.9,2000-10-28,347
"1592",3.4,2000-10-28,306
"1593",3.9,2000-10-28,298
"1594",4.4,2000-10-28,300
"1595",4.9,2000-10-28,375
"1596",5.4,2000-10-28,463
"1597",6,2000-10-28,655
"1598",6.5,2000-10-28,770
"1599",7,2000-10-28,903
"1600",7.5,2000-10-28,1120
"1601",7.9,2000-10-28,1282
"1602",8.4,2000-10-28,2102
"1603",8.9,2000-10-28,716
"1604",9.4,2000-10-28,18
"1605",0.3,2000-11-29,584
"1606",0.8,2000-11-29,912
"1607",1.3,2000-11-29,1592
"1608",1.8,2000-11-29,3511
"1609",2.4,2000-11-29,2077
"1610",2.9,2000-11-29,23
"1611",7,2001-05-08,173
"1612",7.5,2001-05-08,1375
"1613",7.9,2001-05-08,2401
"1614",8.4,2001-05-08,2071
"1615",8.9,2001-05-08,1889
"1616",9.4,2001-05-08,1910
"1617",9.9,2001-05-08,1613
"1618",10.4,2001-05-08,2155
"1619",10.9,2001-05-08,1321
"1620",11.4,2001-05-08,759
"1621",11.8,2001-05-08,391
"1622",12.3,2001-05-08,290
"1623",12.8,2001-05-08,231
"1624",13.3,2001-05-08,181
"1625",13.7,2001-05-08,115
"1626",14.2,2001-05-08,95
"1627",14.7,2001-05-08,61
"1628",15.1,2001-05-08,56
"1629",15.6,2001-05-08,38
"1630",16.1,2001-05-08,19
"1631",16.5,2001-05-08,21
"1632",17,2001-05-08,12
"1633",17.4,2001-05-08,8
"1634",17.9,2001-05-08,3
"1635",18.3,2001-05-08,4
"1636",18.8,2001-05-08,1
"1637",8.1,2001-06-01,1
"1638",8.7,2001-06-01,203
"1639",9.3,2001-06-01,852
"1640",9.8,2001-06-01,1566
"1641",10.4,2001-06-01,2094
"1642",11,2001-06-01,3353
"1643",11.5,2001-06-01,4256
"1644",12.1,2001-06-01,2530
"1645",12.7,2001-06-01,1277
"1646",13.2,2001-06-01,624
"1647",13.8,2001-06-01,267
"1648",14.3,2001-06-01,109
"1649",14.9,2001-06-01,39
"1650",15.4,2001-06-01,9
"1651",16,2001-06-01,7
"1652",16.5,2001-06-01,4
"1653",17,2001-06-01,1
"1654",17.6,2001-06-01,1
"1655",7.9,2001-06-09,1
"1656",8.4,2001-06-09,9
"1657",8.9,2001-06-09,15
"1658",9.4,2001-06-09,19
"1659",9.9,2001-06-09,30
"1660",10.4,2001-06-09,39
"1661",10.9,2001-06-09,70
"1662",11.4,2001-06-09,121
"1663",11.8,2001-06-09,251
"1664",12.3,2001-06-09,4888
"1665",12.8,2001-06-09,6020
"1666",13.3,2001-06-09,2101
"1667",13.7,2001-06-09,1017
"1668",14.2,2001-06-09,703
"1669",14.7,2001-06-09,496
"1670",15.1,2001-06-09,371
"1671",15.6,2001-06-09,254
"1672",16.1,2001-06-09,190
"1673",16.5,2001-06-09,117
"1674",17,2001-06-09,68
"1675",17.4,2001-06-09,49
"1676",17.9,2001-06-09,16
"1677",18.3,2001-06-09,10
"1678",18.8,2001-06-09,8
"1679",19.2,2001-06-09,5
"1680",19.7,2001-06-09,3
"1681",20.6,2001-06-09,2
"1682",16.5,2001-06-25,326
"1683",17,2001-06-25,1794
"1684",17.4,2001-06-25,8557
"1685",17.9,2001-06-25,4216
"1686",18.3,2001-06-25,1117
"1687",18.8,2001-06-25,532
"1688",19.2,2001-06-25,307
"1689",19.7,2001-06-25,184
"1690",20.1,2001-06-25,82
"1691",20.6,2001-06-25,37
"1692",21,2001-06-25,16
"1693",21.5,2001-06-25,6
"1694",21.9,2001-06-25,4
"1695",22.4,2001-06-25,1
"1696",12.1,2001-07-19,2
"1697",12.7,2001-07-19,9
"1698",13.2,2001-07-19,30
